date,hours,plays
2018-07-03,6.436,197
2018-07-04,1.830,19
2018-07-05,2.837,91
2018-07-06,0.679,15
2018-07-07,4.845,146
2018-07-08,4.714,152
2018-07-09,1.195,110
2018-07-10,3.115,98
2018-07-11,0.374,25
2018-07-12,3.475,97
2018-07-13,1.936,92
2018-07-14,1.010,10
2018-07-15,5.677,159
2018-07-16,1.396,93
2018-07-17,0.249,9
2018-07-18,4.114,133
2018-07-19,0.831,21
2018-07-20,8.138,245
2018-07-21,2.359,61
2018-07-22,3.727,65
2018-07-23,0.831,33
2018-07-24,5.884,41
2018-07-25,2.799,17
2018-07-26,8.736,144
2018-07-27,4.694,157
2018-07-28,5.552,189
2018-07-29,3.161,133
2018-07-30,3.801,197
2018-07-31,1.824,102
2018-08-01,1.648,69
2018-08-02,3.254,138
2018-08-03,0.938,53
2018-08-04,3.970,27
2018-08-05,2.377,69
2018-08-06,1.945,16
2018-08-07,1.962,28
2018-08-08,5.901,100
2018-08-09,2.489,28
2018-08-10,8.370,118
2018-08-11,2.068,43
2018-08-12,3.523,79
2018-08-13,2.312,97
2018-08-14,0.432,42
2018-08-15,1.340,48
2018-08-16,0.286,2
2018-08-17,2.020,53
2018-08-18,0.056,1
2018-08-19,5.019,181
2018-08-20,1.426,37
2018-08-21,1.221,38
2018-08-22,1.948,29
2018-08-23,0.544,12
2018-08-24,1.030,21
2018-08-25,2.780,180
2018-08-26,2.687,82
2018-08-27,3.955,103
2018-08-28,2.894,110
2018-08-29,2.102,94
2018-08-30,0.815,27
2018-08-31,3.546,178
2018-09-01,3.542,200
2018-09-02,3.491,78
2018-09-03,1.783,56
2018-09-04,2.711,68
2018-09-06,3.212,154
2018-09-08,1.859,34
2018-09-09,6.858,218
2018-09-10,2.700,104
2018-09-11,3.239,113
2018-09-12,2.410,24
2018-09-13,3.454,125
2018-09-14,1.823,60
2018-09-16,6.702,191
2018-09-17,1.603,77
2018-09-18,0.090,5
2018-09-19,5.006,260
2018-09-20,6.387,294
2018-09-21,1.415,40
2018-09-23,2.835,119
2018-09-24,1.987,105
2018-09-25,2.269,75
2018-09-29,7.999,283
2018-09-30,1.865,49
2018-10-01,2.772,117
2018-10-02,3.527,156
2018-10-03,2.128,83
2018-10-04,1.334,77
2018-10-05,2.723,199
2018-10-06,1.529,44
2018-10-07,2.111,110
2018-10-08,1.462,20
2018-10-09,0.137,12
2018-10-10,8.581,277
2018-10-11,1.138,64
2018-10-12,0.610,14
2018-10-13,5.142,288
2018-10-14,2.099,37
2018-10-16,4.285,171
2018-10-17,2.516,73
2018-10-19,5.058,211
2018-10-21,0.105,7
2018-10-23,0.152,7
2018-10-24,6.791,285
2018-10-25,4.330,147
2018-10-26,0.460,16
2018-10-27,0.793,28
2018-10-28,0.005,1
2018-10-29,2.481,84
2018-10-30,0.785,22
2018-10-31,3.059,44
2018-11-01,2.354,58
2018-11-02,1.576,38
2018-11-03,1.905,103
2018-11-04,3.249,109
2018-11-06,3.836,171
2018-11-07,1.151,30
2018-11-09,4.216,96
2018-11-10,0.340,25
2018-11-11,1.146,14
2018-11-12,4.627,83
2018-11-13,1.246,30
2018-11-14,1.200,38
2018-11-15,2.397,37
2018-11-16,1.664,70
2018-11-17,1.476,11
2018-11-18,4.301,199
2018-11-19,1.070,16
2018-11-20,3.970,159
2018-11-21,1.911,62
2018-11-22,1.681,21
2018-11-23,0.838,26
2018-11-24,0.043,1
2018-11-25,4.069,94
2018-11-26,0.886,41
2018-11-27,2.518,65
2018-11-28,1.595,84
2018-11-29,2.604,74
2018-11-30,3.121,120
2018-12-01,2.174,122
2018-12-02,2.347,115
2018-12-03,2.161,57
2018-12-04,2.922,109
2018-12-05,3.562,71
2018-12-06,1.555,49
2018-12-07,4.519,128
2018-12-08,3.457,64
2018-12-09,5.451,92
2018-12-10,10.273,220
2018-12-11,1.822,49
2018-12-12,7.537,201
2018-12-13,4.258,84
2018-12-14,2.006,50
2018-12-15,2.522,62
2018-12-16,1.999,147
2018-12-17,2.623,149
2018-12-18,3.485,73
2018-12-19,1.143,25
2018-12-20,2.974,117
2018-12-21,2.472,51
2018-12-22,2.687,89
2018-12-23,0.346,12
2018-12-24,5.264,50
2018-12-25,12.316,70
2018-12-26,2.743,66
2018-12-27,1.629,41
2018-12-28,1.992,60
2018-12-29,3.998,125
2018-12-30,0.835,91
2018-12-31,5.701,205
2019-01-01,3.143,74
2019-01-02,2.605,81
2019-01-03,5.345,159
2019-01-04,3.089,79
2019-01-05,0.149,10
2019-01-06,4.744,224
2019-01-07,1.060,35
2019-01-08,1.725,50
2019-01-09,1.618,23
2019-01-10,1.884,56
2019-01-11,4.358,187
2019-01-12,1.854,62
2019-01-13,2.977,88
2019-01-14,1.500,47
2019-01-15,2.626,164
2019-01-16,1.608,58
2019-01-17,0.493,13
2019-01-18,1.116,31
2019-01-19,0.291,15
2019-01-20,1.295,27
2019-01-21,3.088,71
2019-01-22,2.253,87
2019-01-23,0.441,11
2019-01-24,3.499,93
2019-01-25,3.483,153
2019-01-26,1.847,95
2019-01-27,0.963,31
2019-01-28,1.259,48
2019-01-29,0.970,16
2019-01-30,0.987,83
2019-01-31,0.135,6
2019-02-01,1.488,41
2019-02-02,0.362,21
2019-02-03,1.736,51
2019-02-04,1.470,82
2019-02-05,1.312,66
2019-02-06,2.458,102
2019-02-07,2.043,84
2019-02-08,0.641,49
2019-02-09,0.198,1
2019-02-10,1.476,63
2019-02-11,1.892,45
2019-02-12,2.198,104
2019-02-13,3.766,86
2019-02-14,1.628,32
2019-02-15,2.574,104
2019-02-16,0.981,7
2019-02-17,3.343,92
2019-02-18,1.313,36
2019-02-19,5.195,130
2019-02-20,1.463,27
2019-02-21,1.851,40
2019-02-22,6.158,35
2019-02-23,1.465,72
2019-02-24,2.604,42
2019-02-25,1.207,41
2019-02-26,1.807,44
2019-02-27,1.184,32
2019-02-28,0.002,1
2019-03-01,1.456,39
2019-03-02,4.548,137
2019-03-03,1.221,42
2019-03-04,0.962,55
2019-03-05,1.740,65
2019-03-06,1.798,36
2019-03-07,2.088,55
2019-03-08,3.000,98
2019-03-09,1.293,26
2019-03-10,7.052,84
2019-03-11,3.928,86
2019-03-12,3.859,127
2019-03-13,0.375,10
2019-03-14,0.128,2
2019-03-15,4.545,138
2019-03-16,3.490,85
2019-03-17,3.772,91
2019-03-18,4.545,104
2019-03-19,2.199,77
2019-03-20,4.977,178
2019-03-21,1.387,57
2019-03-22,2.331,77
2019-03-23,10.433,45
2019-03-24,1.193,67
2019-03-25,0.815,50
2019-03-26,2.608,75
2019-03-27,2.338,60
2019-03-28,1.049,33
2019-03-29,2.263,89
2019-03-30,2.581,24
2019-04-01,5.051,134
2019-04-02,1.940,59
2019-04-03,4.100,101
2019-04-04,0.248,59
2019-04-05,6.163,170
2019-04-06,3.664,101
2019-04-07,2.946,102
2019-04-08,4.470,106
2019-04-09,2.159,38
2019-04-10,4.037,81
2019-04-11,2.629,65
2019-04-12,2.024,26
2019-04-13,2.756,57
2019-04-14,0.516,24
2019-04-15,3.420,113
2019-04-16,3.907,85
2019-04-17,0.583,18
2019-04-18,3.055,65
2019-04-19,4.271,59
2019-04-20,1.285,26
2019-04-21,5.173,123
2019-04-22,6.279,112
2019-04-23,3.894,101
2019-04-24,4.565,112
2019-04-25,0.557,3
2019-04-27,8.001,154
2019-04-28,8.975,27
2019-04-29,4.354,99
2019-04-30,2.106,31
2019-05-01,0.041,2
2019-05-02,2.108,51
2019-05-03,1.246,52
2019-05-04,0.675,13
2019-05-05,2.144,63
2019-05-06,1.927,61
2019-05-07,2.247,57
2019-05-08,1.212,42
2019-05-09,1.544,34
2019-05-10,0.954,26
2019-05-11,1.885,85
2019-05-12,2.905,64
2019-05-13,5.292,146
2019-05-14,4.298,115
2019-05-15,4.113,105
2019-05-16,1.493,74
2019-05-17,2.622,128
2019-05-18,3.817,102
2019-05-19,2.448,47
2019-05-21,7.198,145
2019-05-22,7.417,134
2019-05-23,0.929,40
2019-05-24,3.830,80
2019-05-25,2.058,69
2019-05-26,2.893,85
2019-05-27,3.545,95
2019-05-28,2.153,49
2019-05-29,1.669,25
2019-05-30,2.149,68
2019-05-31,1.490,30
2019-06-03,3.656,64
2019-06-04,2.507,100
2019-06-05,2.025,40
2019-06-06,2.759,55
2019-06-07,2.309,60
2019-06-08,2.050,62
2019-06-09,0.181,12
2019-06-10,2.677,43
2019-06-11,0.054,4
2019-06-12,3.334,73
2019-06-13,1.275,84
2019-06-14,2.434,20
2019-06-15,1.360,62
2019-06-16,0.272,6
2019-06-17,2.908,57
2019-06-18,0.043,3
2019-06-20,2.076,29
2019-06-21,2.898,87
2019-06-22,2.075,48
2019-06-23,0.012,1
2019-06-24,1.252,47
2019-06-25,0.152,5
2019-06-26,0.031,4
2019-06-27,2.243,76
2019-06-28,1.040,39
2019-06-29,1.172,20
2019-06-30,8.654,112
2019-07-01,1.384,27
2019-07-02,1.068,32
2019-07-03,1.187,45
2019-07-04,1.942,48
2019-07-05,2.697,57
2019-07-06,0.825,38
2019-07-07,2.118,45
2019-07-08,2.757,68
2019-07-09,3.032,61
2019-07-10,1.917,29
2019-07-11,2.906,105
2019-07-12,1.217,38
2019-07-13,0.874,17
2019-07-14,2.159,54
2019-07-15,1.420,34
2019-07-16,0.060,3
2019-07-17,1.492,36
2019-07-18,5.586,210
2019-07-19,1.799,45
2019-07-20,1.622,19
2019-07-21,1.232,33
2019-07-22,3.177,67
2019-07-23,2.882,103
2019-07-24,1.277,26
2019-07-25,0.565,67
2019-07-26,1.902,20
2019-07-27,0.264,4
2019-07-28,0.102,8
2019-07-29,5.530,115
2019-08-01,2.531,85
2019-08-02,1.840,121
2019-08-03,3.054,58
2019-08-04,0.434,68
2019-08-05,1.328,19
2019-08-06,0.933,15
2019-08-07,0.504,2
2019-08-08,0.309,19
2019-08-09,1.336,13
2019-08-10,1.224,41
2019-08-11,1.955,35
2019-08-12,2.931,53
2019-08-13,3.381,67
2019-08-14,6.600,209
2019-08-15,6.192,139
2019-08-16,2.029,54
2019-08-17,4.691,235
2019-08-18,3.944,108
2019-08-19,5.968,173
2019-08-20,2.453,102
2019-08-21,3.502,184
2019-08-22,3.761,239
2019-08-23,3.991,129
2019-08-24,0.435,9
2019-08-25,0.659,15
2019-08-26,5.020,243
2019-08-27,1.822,95
2019-08-28,2.715,128
2019-08-29,3.849,109
2019-08-30,2.210,117
2019-08-31,1.187,31
2019-09-01,4.698,121
2019-09-02,3.204,113
2019-09-03,3.519,159
2019-09-04,4.702,120
2019-09-05,1.713,34
2019-09-06,1.332,49
2019-09-07,2.435,214
2019-09-08,1.191,105
2019-09-09,2.773,224
2019-09-10,4.651,230
2019-09-11,6.998,180
2019-09-12,3.718,129
2019-09-13,2.739,125
2019-09-14,3.357,65
2019-09-15,2.691,56
2019-09-16,1.132,24
2019-09-17,4.660,94
2019-09-18,1.377,39
2019-09-19,3.613,117
2019-09-20,3.480,209
2019-09-21,1.261,26
2019-09-22,2.734,64
2019-09-23,2.070,48
2019-09-24,3.126,59
2019-09-25,0.032,2
2019-09-26,2.146,72
2019-09-27,4.293,103
2019-09-28,0.730,24
2019-09-29,0.947,10
2019-09-30,0.530,9
2019-10-01,0.949,49
2019-10-02,2.030,71
2019-10-03,0.939,26
2019-10-04,5.451,232
2019-10-05,1.203,77
2019-10-06,2.459,67
2019-10-07,4.429,82
2019-10-08,0.122,6
2019-10-09,3.475,133
2019-10-10,2.479,114
2019-10-11,3.230,68
2019-10-12,0.539,16
2019-10-13,2.220,73
2019-10-14,1.166,40
2019-10-15,1.812,106
2019-10-16,0.864,54
2019-10-17,1.412,52
2019-10-18,1.905,119
2019-10-19,1.263,76
2019-10-20,0.973,60
2019-10-21,3.149,117
2019-10-22,5.890,161
2019-10-23,4.020,186
2019-10-24,4.455,81
2019-10-25,4.377,128
2019-10-26,3.605,74
2019-10-27,2.478,51
2019-10-28,3.376,106
2019-10-29,1.806,39
2019-10-30,3.251,149
2019-10-31,2.401,61
2019-11-01,1.585,42
2019-11-03,2.045,62
2019-11-04,0.893,31
2019-11-05,2.881,62
2019-11-06,2.673,92
2019-11-07,1.144,47
2019-11-08,3.545,98
2019-11-09,0.642,20
2019-11-10,7.290,224
2019-11-11,4.006,143
2019-11-12,3.826,106
2019-11-13,3.558,113
2019-11-14,5.897,378
2019-11-15,2.749,84
2019-11-16,1.234,109
2019-11-17,0.613,20
2019-11-18,4.105,157
2019-11-19,6.522,183
2019-11-20,5.996,129
2019-11-21,0.844,19
2019-11-23,6.097,149
2019-11-24,3.973,79
2019-11-25,5.261,160
2019-11-26,2.222,171
2019-11-27,4.631,118
2019-11-28,0.390,21
2019-11-29,5.414,159
2019-11-30,6.340,175
2019-12-01,2.335,79
2019-12-02,4.237,202
2019-12-03,2.343,79
2019-12-04,5.656,105
2019-12-05,4.927,121
2019-12-06,5.526,152
2019-12-07,5.192,141
2019-12-08,11.566,310
2019-12-09,2.938,73
2019-12-10,1.444,30
2019-12-11,14.887,265
2019-12-12,7.806,228
2019-12-13,4.999,98
2019-12-14,1.507,23
2019-12-15,5.385,99
2019-12-16,8.385,232
2019-12-17,2.035,54
2019-12-18,0.997,23
2019-12-19,2.519,63
2019-12-20,3.252,134
2019-12-22,2.334,53
2019-12-23,1.068,20
2019-12-25,2.269,79
2019-12-26,3.039,76
2019-12-27,0.016,1
2019-12-28,3.587,114
2019-12-29,0.328,7
2019-12-30,0.898,6
2019-12-31,0.413,5
2020-01-01,1.339,32
2020-01-02,2.453,68
2020-01-03,1.722,66
2020-01-04,4.768,124
2020-01-05,4.956,99
2020-01-06,2.121,89
2020-01-07,1.399,32
2020-01-08,10.045,395
2020-01-09,1.420,34
2020-01-10,0.288,5
2020-01-11,2.726,128
2020-01-12,3.549,92
2020-01-13,4.609,117
2020-01-14,2.219,60
2020-01-15,5.416,179
2020-01-16,3.830,124
2020-01-17,2.619,87
2020-01-18,0.078,3
2020-01-19,2.388,70
2020-01-20,3.849,65
2020-01-21,2.991,91
2020-01-22,10.136,260
2020-01-23,9.361,181
2020-01-24,0.813,19
2020-01-25,4.666,171
2020-01-26,0.459,20
2020-01-27,6.343,124
2020-01-28,0.493,14
2020-01-29,5.357,166
2020-01-30,1.734,31
2020-01-31,1.965,61
2020-02-01,4.734,169
2020-02-02,4.162,138
2020-02-03,1.626,39
2020-02-04,0.468,14
2020-02-05,8.900,252
2020-02-06,3.397,133
2020-02-07,0.700,29
2020-02-08,5.468,248
2020-02-09,3.324,119
2020-02-10,2.543,127
2020-02-11,1.358,19
2020-02-12,0.582,15
2020-02-13,1.590,34
2020-02-14,0.585,16
2020-02-15,6.774,335
2020-02-16,0.858,26
2020-02-17,2.295,89
2020-02-18,0.014,1
2020-02-19,4.815,348
2020-02-20,3.477,105
2020-02-21,4.002,163
2020-02-22,3.156,69
2020-02-23,2.715,73
2020-02-24,0.001,1
2020-02-26,5.575,283
2020-02-27,3.330,163
2020-02-28,5.059,288
2020-02-29,0.032,2
2020-03-01,2.668,183
2020-03-02,0.450,16
2020-03-03,0.671,14
2020-03-04,2.624,131
2020-03-05,0.999,34
2020-03-06,0.360,9
2020-03-07,0.439,30
2020-03-08,9.149,306
2020-03-09,3.174,200
2020-03-10,3.168,214
2020-03-11,8.029,230
2020-03-12,1.554,44
2020-03-13,4.656,111
2020-03-14,4.222,91
2020-03-15,0.340,10
2020-03-16,6.616,157
2020-03-17,2.766,52
2020-03-18,1.241,36
2020-03-19,9.672,172
2020-03-20,1.446,15
2020-03-21,2.664,54
2020-03-22,1.380,57
2020-03-23,0.759,50
2020-03-24,2.970,97
2020-03-25,4.425,82
2020-03-26,1.553,21
2020-03-27,2.321,65
2020-03-28,1.808,345
2020-03-29,0.045,1
2020-03-30,1.575,31
2020-03-31,7.382,202
2020-04-01,2.931,96
2020-04-02,1.376,41
2020-04-03,3.705,96
2020-04-04,2.206,48
2020-04-05,1.394,89
2020-04-06,0.679,21
2020-04-07,1.384,29
2020-04-08,0.608,30
2020-04-09,0.047,2
2020-04-10,5.600,97
2020-04-11,0.016,1
2020-04-12,0.003,1
2020-04-13,1.958,44
2020-04-14,3.154,46
2020-04-15,9.360,219
2020-04-16,7.255,177
2020-04-17,1.180,46
2020-04-18,2.686,65
2020-04-19,4.558,134
2020-04-20,3.776,131
2020-04-21,3.903,129
2020-04-22,1.182,70
2020-04-24,7.870,166
2020-04-25,2.147,62
2020-04-26,0.916,87
2020-04-27,4.330,94
2020-04-28,3.852,77
2020-04-29,3.723,61
2020-04-30,3.272,87
2020-05-01,4.039,65
2020-05-02,1.147,32
2020-05-03,4.084,78
2020-05-04,0.776,35
2020-05-05,0.005,1
2020-05-06,0.047,1
2020-05-07,0.008,1
2020-05-08,6.924,199
2020-05-09,0.194,9
2020-05-10,0.041,4
2020-05-11,0.040,1
2020-05-12,3.731,84
2020-05-13,1.718,40
2020-05-14,0.327,7
2020-05-15,0.803,5
2020-05-16,0.147,7
2020-05-17,0.758,5
2020-05-18,1.125,2
2020-05-19,1.710,8
2020-05-20,0.614,3
2020-05-22,2.279,52
2020-05-23,1.796,57
2020-05-24,3.418,65
2020-05-25,2.395,79
2020-05-26,5.154,76
2020-05-27,2.793,60
2020-05-28,6.941,112
2020-05-29,6.764,167
2020-05-30,1.287,36
2020-05-31,2.149,48
2020-06-01,0.019,2
2020-06-02,1.573,58
2020-06-03,1.076,72
2020-06-04,2.628,50
2020-06-05,1.775,35
2020-06-06,1.267,41
2020-06-07,1.791,52
2020-06-08,2.358,64
2020-06-09,1.014,5
2020-06-10,3.075,42
2020-06-11,1.219,25
2020-06-12,5.303,91
2020-06-13,3.041,78
2020-06-14,0.812,15
2020-06-15,0.097,9
2020-06-16,0.126,50
2020-06-17,0.740,54
2020-06-18,0.411,11
2020-06-19,0.191,62
2020-06-20,3.125,69
2020-06-22,0.498,3
2020-06-23,2.219,37
2020-06-24,2.010,48
2020-06-25,0.249,14
2020-06-26,4.262,102
2020-06-27,0.135,4
2020-06-28,7.488,132
2020-06-29,4.369,78
2020-06-30,2.595,42
2020-07-01,0.004,1
2020-07-02,3.562,58
2020-07-03,1.020,7
2020-07-04,0.769,21
2020-07-05,1.272,22
2020-07-06,2.083,49
2020-07-07,0.024,8
2020-07-08,0.969,48
2020-07-09,0.016,1
2020-07-10,3.103,122
2020-07-11,0.358,17
2020-07-13,4.191,168
2020-07-14,1.375,108
2020-07-15,2.268,92
2020-07-16,0.951,27
2020-07-17,1.979,349
2020-07-18,3.715,124
2020-07-19,4.712,98
2020-07-20,1.346,102
2020-07-21,1.195,603
2020-07-22,1.444,2
2020-07-23,1.733,54
2020-07-24,0.781,77
2020-07-27,0.052,2
2020-07-29,0.127,21
2020-07-30,2.974,167
2020-07-31,0.593,27
2020-08-01,0.412,18
2020-08-02,0.537,34
2020-08-03,0.036,1
2020-08-04,0.605,14
2020-08-05,0.052,1
2020-08-07,2.206,130
2020-08-08,0.378,5
2020-08-10,0.437,11
2020-08-11,0.953,9
2020-08-12,0.054,1
2020-08-13,0.050,5
2020-08-14,0.048,9
2020-08-15,0.938,38
2020-08-16,1.310,66
2020-08-17,0.050,1
2020-08-19,1.879,25
2020-08-20,2.542,135
2020-08-21,3.189,145
2020-08-22,1.008,110
2020-08-23,0.373,59
2020-08-24,1.206,120
2020-08-25,3.339,110
2020-08-26,2.185,80
2020-08-27,3.507,59
2020-08-28,1.328,49
2020-08-29,2.332,69
2020-08-30,1.138,30
2020-08-31,2.853,102
2020-09-01,3.404,52
2020-09-03,4.404,82
2020-09-04,4.072,172
2020-09-05,3.302,112
2020-09-06,0.620,18
2020-09-07,3.030,76
2020-09-08,2.470,108
2020-09-09,0.699,31
2020-09-10,2.944,49
2020-09-11,5.391,117
2020-09-12,0.049,4
2020-09-13,0.793,14
2020-09-14,1.289,24
2020-09-15,0.482,14
2020-09-16,3.201,24
2020-09-17,0.525,1
2020-09-18,0.545,12
2020-09-19,1.443,31
2020-09-20,1.802,36
2020-09-21,1.592,92
2020-09-22,2.841,56
2020-09-23,1.702,53
2020-09-24,2.470,231
2020-09-26,0.738,41
2020-09-27,0.503,5
2020-09-29,1.693,36
2020-09-30,2.827,43
2020-10-01,1.100,12
2020-10-02,5.416,103
2020-10-05,4.129,52
2020-10-07,3.456,54
2020-10-08,4.407,96
2020-10-10,1.780,47
2020-10-11,0.986,64
2020-10-12,0.000,1
2020-10-13,1.890,60
2020-10-14,1.664,105
2020-10-16,3.124,97
2020-10-17,1.779,35
2020-10-18,3.001,58
2020-10-19,0.031,1
2020-10-20,4.542,85
2020-10-21,0.009,2
2020-10-22,1.650,31
2020-10-24,0.536,4
2020-10-25,3.446,13
2020-10-26,0.116,1
2020-10-27,2.237,32
2020-10-28,3.964,110
2020-10-29,0.445,6
2020-10-31,2.973,100
2020-11-02,2.152,46
2020-11-03,1.907,44
2020-11-05,1.199,18
2020-11-06,2.371,44
2020-11-07,0.384,12
2020-11-08,1.963,35
2020-11-09,1.494,28
2020-11-10,3.315,15
2020-11-12,2.732,54
2020-11-13,1.014,15
2020-11-14,2.633,50
2020-11-15,0.026,6
2020-11-16,0.331,11
2020-11-17,2.376,43
2020-11-18,3.362,42
2020-11-19,1.466,16
2020-11-20,1.477,8
2020-11-21,1.177,29
2020-11-22,0.844,17
2020-11-23,2.477,46
2020-11-24,0.053,2
2020-11-25,1.925,36
2020-11-26,0.301,43
2020-11-27,5.409,97
2020-11-28,2.200,33
2020-11-29,3.354,72
2020-12-01,4.062,173
2020-12-02,3.775,68
2020-12-03,1.501,42
2020-12-04,4.041,134
2020-12-05,2.974,34
2020-12-06,0.944,22
2020-12-07,1.861,108
2020-12-08,8.358,134
2020-12-09,1.810,34
2020-12-10,2.138,37
2020-12-11,3.367,54
2020-12-12,1.666,33
2020-12-14,3.677,113
2020-12-15,0.526,8
2020-12-16,0.953,8
2020-12-18,3.517,80
2020-12-19,0.532,18
2020-12-20,4.265,62
2020-12-21,1.358,31
2020-12-22,2.186,24
2020-12-23,0.013,1
2020-12-24,1.742,61
2020-12-26,0.719,14
2020-12-27,0.001,1
2020-12-29,0.352,11
2020-12-30,1.490,13
2021-01-01,2.363,63
2021-01-02,3.778,101
2021-01-03,1.943,40
2021-01-04,0.041,2
2021-01-05,0.665,13
2021-01-06,1.893,41
2021-01-08,3.182,58
2021-01-09,1.777,39
2021-01-10,0.797,31
2021-01-11,2.500,29
2021-01-12,1.048,73
2021-01-13,1.216,10
2021-01-14,1.049,6
2021-01-15,4.623,102
2021-01-16,0.855,55
2021-01-17,3.856,101
2021-01-18,1.775,16
2021-01-19,0.962,22
2021-01-20,2.106,43
2021-01-21,4.169,56
2021-01-22,0.387,9
2021-01-23,0.747,48
2021-01-24,1.543,74
2021-01-25,0.167,5
2021-01-26,1.489,41
2021-01-27,1.554,37
2021-01-28,3.219,38
2021-01-29,0.926,38
2021-01-30,0.423,6
2021-01-31,0.684,15
2021-02-01,0.015,1
2021-02-02,7.502,98
2021-02-03,3.068,37
2021-02-04,0.240,5
2021-02-05,4.046,78
2021-02-06,3.036,50
2021-02-07,6.545,126
2021-02-08,1.050,48
2021-02-09,4.471,88
2021-02-10,1.270,33
2021-02-11,6.154,191
2021-02-13,0.025,1
2021-02-14,5.472,171
2021-02-16,2.583,55
2021-02-17,1.198,51
2021-02-18,5.425,99
2021-02-19,1.280,60
2021-02-20,2.432,49
2021-02-21,5.246,139
2021-02-22,0.613,17
2021-02-23,0.909,41
2021-02-24,0.270,7
2021-02-25,4.883,632
2021-02-26,0.403,24
2021-02-27,0.107,2
2021-02-28,3.032,43
2021-03-02,2.028,63
2021-03-03,3.821,91
2021-03-04,5.936,103
2021-03-05,1.272,28
2021-03-06,2.705,66
2021-03-07,3.322,57
2021-03-09,0.328,18
2021-03-11,2.912,34
2021-03-12,3.261,85
2021-03-13,4.218,57
2021-03-14,2.116,6
2021-03-15,4.142,58
2021-03-16,5.603,69
2021-03-17,0.941,5
2021-03-18,5.999,185
2021-03-19,4.762,64
2021-03-20,6.066,228
2021-03-21,5.430,35
2021-03-22,1.817,75
2021-03-23,5.974,108
2021-03-24,0.853,19
2021-03-25,0.569,30
2021-03-26,0.019,5
2021-03-27,2.032,40
2021-03-28,0.710,29
2021-03-29,0.873,58
2021-03-30,0.536,13
2021-03-31,0.219,15
2021-04-01,3.027,40
2021-04-02,3.513,50
2021-04-04,0.266,4
2021-04-05,4.699,32
2021-04-06,4.985,60
2021-04-07,0.495,17
2021-04-08,0.350,4
2021-04-09,1.461,34
2021-04-10,0.766,15
2021-04-11,3.604,7
2021-04-12,3.412,55
2021-04-13,0.277,10
2021-04-14,1.294,74
2021-04-15,2.393,13
2021-04-16,1.624,11
2021-04-17,2.125,32
2021-04-18,0.598,12
2021-04-19,5.136,68
2021-04-20,0.132,8
2021-04-21,0.106,6
2021-04-22,3.945,41
2021-04-23,4.539,91
2021-04-24,4.668,74
2021-04-26,1.577,4
2021-04-27,5.339,131
2021-04-28,5.355,79
2021-04-29,0.882,24
2021-04-30,0.274,6
2021-05-02,1.732,51
2021-05-03,0.011,5
2021-05-04,0.002,1
2021-05-05,0.289,16
2021-05-06,0.093,5
2021-05-07,12.070,173
2021-05-08,1.257,1
2021-05-10,3.702,103
2021-05-11,0.327,21
2021-05-12,0.282,11
2021-05-13,7.203,113
2021-05-14,0.390,5
2021-05-15,3.227,95
2021-05-16,3.030,36
2021-05-18,3.214,57
2021-05-19,1.740,34
2021-05-20,0.275,6
2021-05-21,7.274,99
2021-05-22,4.085,63
2021-05-23,4.650,63
2021-05-24,3.984,74
2021-05-25,2.195,59
2021-05-26,0.168,33
2021-05-27,0.039,3
2021-05-28,13.365,219
2021-05-29,1.129,15
2021-05-30,2.281,33
2021-05-31,6.520,119
2021-06-01,6.963,121
2021-06-02,3.102,53
2021-06-03,3.839,97
2021-06-04,3.723,50
2021-06-05,3.311,51
2021-06-06,3.764,69
2021-06-07,1.108,11
2021-06-08,1.019,17
2021-06-10,1.550,28
2021-06-12,4.128,20
2021-06-13,1.616,10
2021-06-14,1.238,63
2021-06-15,5.963,112
2021-06-17,0.893,15
2021-06-19,9.426,246
2021-06-20,1.423,14
2021-06-21,0.300,5
2021-06-22,2.603,46
2021-06-23,4.493,67
2021-06-24,0.758,28
2021-06-25,1.342,26
2021-06-26,1.005,67
2021-06-27,0.325,14
2021-06-29,0.072,6
2021-06-30,2.212,59
2021-07-01,0.432,14
2021-07-02,0.359,17
2021-07-03,2.200,51
2021-07-04,1.073,19
2021-07-05,0.104,7
2021-07-06,2.162,169
2021-07-09,2.816,103
2021-07-10,1.228,24
2021-07-11,0.966,23
2021-07-12,0.601,15
2021-07-15,4.298,81
2021-07-16,1.618,41
2021-07-17,15.307,283
2021-07-18,1.916,120
2021-07-19,0.865,28
2021-07-20,3.034,62
2021-07-21,3.554,73
2021-07-22,3.648,127
2021-07-23,2.624,49
2021-07-24,0.743,39
2021-07-25,0.383,34
2021-07-26,6.258,197
2021-07-27,5.811,132
2021-07-28,0.532,10
2021-07-29,3.457,123
2021-07-30,1.021,62
2021-07-31,1.736,24
2021-08-01,2.199,39
2021-08-02,4.696,136
2021-08-03,4.590,128
2021-08-04,2.635,34
2021-08-05,3.134,69
2021-08-06,2.332,110
2021-08-07,2.277,113
2021-08-08,6.554,110
2021-08-09,4.882,41
2021-08-10,3.496,49
2021-08-11,2.965,93
2021-08-12,2.124,36
2021-08-13,2.628,52
2021-08-14,1.172,48
2021-08-15,4.545,135
2021-08-16,1.585,36
2021-08-17,5.352,122
2021-08-18,2.451,73
2021-08-19,2.845,73
2021-08-20,3.573,72
2021-08-21,3.103,79
2021-08-22,3.869,150
2021-08-23,6.730,169
2021-08-24,2.170,61
2021-08-25,2.159,60
2021-08-26,2.250,48
