date,hours,plays
2021-08-27,4.055,101
2021-08-28,2.943,50
2021-08-29,4.510,78
2021-08-30,2.675,76
2021-08-31,1.130,26
2021-09-01,6.803,163
2021-09-02,2.242,199
2021-09-03,2.863,135
2021-09-04,2.734,94
2021-09-05,2.346,132
2021-09-06,5.191,74
2021-09-07,2.172,157
2021-09-08,2.968,60
2021-09-09,3.358,72
2021-09-10,0.013,1
2021-09-11,1.115,87
2021-09-12,2.151,69
2021-09-13,0.025,1
2021-09-14,2.249,67
2021-09-15,13.493,263
2021-09-16,3.440,43
2021-09-17,1.453,103
2021-09-18,5.631,67
2021-09-19,2.722,46
2021-09-20,2.916,114
2021-09-21,1.230,40
2021-09-22,8.020,123
2021-09-23,1.228,36
2021-09-24,0.832,31
2021-09-25,2.459,55
2021-09-26,0.318,8
2021-09-27,5.225,74
2021-09-28,0.216,5
2021-09-29,5.954,148
2021-09-30,6.629,117
2021-10-01,2.609,67
2021-10-02,1.059,16
2021-10-03,4.555,78
2021-10-04,4.972,120
2021-10-05,5.553,124
2021-10-07,2.433,73
2021-10-08,3.405,57
2021-10-09,2.178,58
2021-10-10,1.120,17
2021-10-11,4.166,100
2021-10-12,4.942,108
2021-10-13,5.782,157
2021-10-14,1.235,118
2021-10-15,0.503,10
2021-10-16,0.451,13
2021-10-17,2.777,89
2021-10-18,0.833,49
2021-10-19,0.286,9
2021-10-20,0.085,16
2021-10-21,1.610,66
2021-10-22,3.141,101
2021-10-23,4.008,191
2021-10-24,2.440,80
2021-10-25,2.399,49
2021-10-26,4.063,86
2021-10-27,6.820,181
2021-10-28,2.343,42
2021-10-29,3.328,66
2021-10-30,4.402,110
2021-10-31,4.865,95
2021-11-01,4.978,93
2021-11-02,3.736,88
2021-11-03,1.076,23
2021-11-04,1.878,31
2021-11-05,1.736,78
2021-11-06,3.818,136
2021-11-07,2.796,78
2021-11-08,3.926,147
2021-11-09,2.045,106
2021-11-10,1.190,40
2021-11-11,7.549,149
2021-11-12,4.630,97
2021-11-13,4.385,112
2021-11-14,3.209,102
2021-11-15,2.595,55
2021-11-16,2.537,49
2021-11-17,1.497,28
2021-11-18,4.371,91
2021-11-19,2.322,43
2021-11-20,2.400,60
2021-11-21,0.470,19
2021-11-22,7.340,139
2021-11-23,4.402,91
2021-11-24,8.119,196
2021-11-25,4.102,124
2021-11-26,1.784,65
2021-11-27,2.104,67
2021-11-28,1.585,63
2021-11-29,4.063,80
2021-11-30,2.753,64
2021-12-01,5.637,232
2021-12-02,2.476,66
2021-12-03,6.611,139
2021-12-04,0.537,29
2021-12-05,2.390,49
2021-12-06,1.513,36
2021-12-07,3.528,65
2021-12-08,1.596,38
2021-12-09,2.448,71
2021-12-10,0.562,2
2021-12-11,8.336,169
2021-12-12,5.844,140
2021-12-13,1.874,37
2021-12-14,1.687,65
2021-12-15,1.523,12
2021-12-16,1.693,57
2021-12-17,2.701,53
2021-12-18,12.210,243
2021-12-19,1.512,36
2021-12-20,2.773,41
2021-12-21,5.726,124
2021-12-22,2.880,40
2021-12-24,1.889,56
2021-12-25,2.922,43
2021-12-26,2.652,298
2021-12-27,0.364,34
2021-12-29,2.250,50
2021-12-30,0.973,27
2021-12-31,7.006,152
2022-01-01,1.436,48
2022-01-02,1.502,18
2022-01-03,1.905,49
2022-01-04,6.780,145
2022-01-05,0.717,17
2022-01-06,2.322,40
2022-01-07,4.080,153
2022-01-08,3.427,252
2022-01-09,3.462,69
2022-01-10,2.451,36
2022-01-11,2.072,31
2022-01-12,4.411,119
2022-01-13,3.914,70
2022-01-14,1.394,66
2022-01-15,5.742,130
2022-01-16,1.725,54
2022-01-17,4.594,74
2022-01-18,0.952,31
2022-01-19,0.759,13
2022-01-20,1.050,28
2022-01-21,2.095,26
2022-01-22,2.884,63
2022-01-23,1.148,24
2022-01-24,1.997,43
2022-01-25,1.917,66
2022-01-26,6.125,99
2022-01-27,3.863,79
2022-01-28,2.111,45
2022-01-29,2.237,72
2022-01-30,4.001,82
2022-01-31,1.442,75
2022-02-02,1.212,72
2022-02-03,8.413,158
2022-02-04,5.807,180
2022-02-05,2.254,69
2022-02-06,0.977,8
2022-02-07,2.707,72
2022-02-08,8.438,174
2022-02-09,5.165,102
2022-02-10,1.558,63
2022-02-11,0.938,27
2022-02-13,4.127,103
2022-02-14,7.080,145
2022-02-15,3.842,97
2022-02-16,3.751,163
2022-02-17,3.259,71
2022-02-18,3.559,100
2022-02-19,1.235,27
2022-02-20,2.344,50
2022-02-21,3.398,72
2022-02-22,1.308,37
2022-02-23,5.740,136
2022-02-24,1.064,12
2022-02-25,0.722,39
2022-02-26,5.493,147
2022-02-27,3.332,83
2022-02-28,2.955,50
2022-03-01,1.123,3
2022-03-02,1.258,11
2022-03-03,1.596,23
2022-03-04,0.281,3
2022-03-05,1.383,7
2022-03-06,3.215,58
2022-03-07,0.784,26
2022-03-08,2.040,54
2022-03-09,1.356,42
2022-03-10,7.173,110
2022-03-11,4.924,66
2022-03-12,3.844,99
2022-03-13,3.361,94
2022-03-14,0.072,1
2022-03-15,0.077,3
2022-03-16,2.080,37
2022-03-17,4.752,107
2022-03-18,3.017,45
2022-03-19,1.418,31
2022-03-20,2.120,39
2022-03-21,1.797,30
2022-03-22,3.108,63
2022-03-23,2.513,55
2022-03-24,2.510,21
2022-03-25,10.819,193
2022-03-26,3.254,74
2022-03-27,1.694,11
2022-03-28,4.564,167
2022-03-29,1.863,44
2022-03-30,3.158,119
2022-03-31,1.372,30
2022-04-01,0.833,33
2022-04-02,1.311,43
2022-04-03,0.807,73
2022-04-05,3.337,31
2022-04-06,0.238,9
2022-04-07,5.507,100
2022-04-08,3.755,71
2022-04-09,1.122,17
2022-04-10,3.943,31
2022-04-11,2.995,169
2022-04-12,3.077,118
2022-04-13,3.023,149
2022-04-14,1.153,15
2022-04-15,1.016,3
2022-04-16,2.487,16
2022-04-17,0.211,2
2022-04-18,1.490,1
2022-04-19,0.309,5
2022-04-20,1.274,26
2022-04-21,1.256,44
2022-04-22,0.213,5
2022-04-23,2.872,48
2022-04-24,1.714,49
2022-04-25,2.258,26
2022-04-26,0.513,17
2022-04-27,2.359,84
2022-04-28,1.267,49
2022-04-29,1.701,35
2022-04-30,2.043,68
2022-05-01,0.669,15
2022-05-02,1.715,41
2022-05-03,0.964,27
2022-05-04,4.087,116
2022-05-05,1.313,43
2022-05-06,1.222,23
2022-05-07,1.795,59
2022-05-08,0.648,28
2022-05-09,2.967,62
2022-05-10,3.163,56
2022-05-11,1.227,23
2022-05-12,0.389,17
2022-05-13,0.276,10
2022-05-14,4.828,118
2022-05-15,10.186,188
2022-05-16,6.004,127
2022-05-17,2.290,67
2022-05-18,3.072,57
2022-05-19,5.457,112
2022-05-20,1.973,25
2022-05-21,4.541,91
2022-05-23,1.276,28
2022-05-26,2.137,39
2022-05-27,5.114,107
2022-05-28,5.457,68
2022-05-29,3.251,51
2022-05-30,8.993,177
2022-05-31,3.504,69
2022-06-01,2.951,63
2022-06-02,3.224,56
2022-06-03,1.797,51
2022-06-04,5.876,124
2022-06-05,1.962,92
2022-06-06,9.432,187
2022-06-07,7.530,121
2022-06-08,1.637,21
2022-06-09,3.337,60
2022-06-10,2.520,48
2022-06-11,3.058,86
2022-06-12,0.266,9
2022-06-13,3.336,102
2022-06-14,1.922,32
2022-06-15,2.993,111
2022-06-17,2.623,68
2022-06-18,4.103,89
2022-06-19,2.238,19
2022-06-20,9.841,325
2022-06-21,4.508,73
2022-06-22,5.760,135
2022-06-23,0.981,34
2022-06-24,1.743,54
2022-06-25,0.019,2
2022-06-26,2.838,73
2022-06-27,4.574,92
2022-06-28,1.013,23
2022-06-29,7.343,175
2022-06-30,2.520,57
2022-07-01,3.128,56
2022-07-02,0.717,44
2022-07-03,0.056,1
2022-07-04,5.487,126
2022-07-05,2.932,86
2022-07-06,0.782,24
2022-07-07,8.867,189
2022-07-09,3.582,101
2022-07-10,6.118,122
2022-07-11,3.673,84
2022-07-12,6.046,107
2022-07-13,1.615,41
2022-07-14,3.601,77
2022-07-16,1.749,35
2022-07-17,1.405,5
2022-07-19,13.784,316
2022-07-20,4.777,103
2022-07-21,4.912,120
2022-07-22,0.199,28
2022-07-23,2.441,52
2022-07-24,0.356,7
2022-07-25,2.393,138
2022-07-26,0.002,1
2022-07-28,3.844,134
2022-07-29,1.598,25
2022-07-30,2.366,56
2022-07-31,0.578,31
2022-08-01,0.804,42
2022-08-02,3.482,68
2022-08-03,3.436,128
2022-08-04,0.907,28
2022-08-05,2.561,77
2022-08-06,2.556,43
2022-08-07,6.683,159
2022-08-08,2.832,98
2022-08-09,8.690,184
2022-08-11,6.429,135
2022-08-13,4.745,105
2022-08-14,1.405,27
2022-08-15,0.422,7
2022-08-16,15.169,285
2022-08-17,5.870,137
2022-08-18,4.299,110
2022-08-19,5.997,127
2022-08-20,1.137,20
2022-08-21,0.285,45
2022-08-22,0.025,2
2022-08-23,4.889,86
2022-08-24,0.445,64
2022-08-25,1.511,40
2022-08-26,0.585,14
2022-08-27,0.027,1
2022-08-28,4.023,107
2022-08-29,3.138,68
2022-08-30,3.264,82
2022-08-31,0.716,14
2022-09-01,1.626,41
2022-09-03,3.451,156
2022-09-04,1.138,42
2022-09-06,8.202,229
2022-09-07,2.771,57
2022-09-08,0.004,2
2022-09-12,0.761,39
2022-09-13,5.030,79
2022-09-14,0.470,15
2022-09-15,2.505,69
2022-09-19,1.150,92
2022-09-20,0.200,8
2022-09-21,5.210,81
2022-09-23,5.236,99
2022-09-25,6.741,127
2022-09-26,3.047,137
2022-09-27,0.978,38
2022-09-28,2.770,54
2022-09-29,1.167,23
2022-09-30,2.709,61
2022-10-01,0.016,1
2022-10-02,1.658,28
2022-10-03,1.627,29
2022-10-04,1.728,31
2022-10-05,6.308,219
2022-10-06,3.154,65
2022-10-07,0.875,12
2022-10-08,1.719,82
2022-10-09,0.180,11
2022-10-10,0.159,20
2022-10-11,0.105,15
2022-10-12,0.607,87
2022-10-13,1.103,19
2022-10-14,2.987,89
2022-10-15,0.870,33
2022-10-16,1.567,45
2022-10-17,6.474,136
2022-10-18,2.249,81
2022-10-19,1.080,86
2022-10-20,2.372,58
2022-10-21,1.103,77
2022-10-22,1.173,33
2022-10-23,2.073,39
2022-10-24,7.276,125
2022-10-25,1.986,42
2022-10-26,1.181,7
2022-10-27,2.522,53
2022-10-28,4.291,75
2022-10-29,0.469,11
2022-10-30,0.005,4
2022-10-31,1.758,19
2022-11-02,4.111,85
2022-11-03,2.856,48
2022-11-04,2.044,43
2022-11-05,3.822,56
2022-11-06,2.643,45
2022-11-07,6.445,169
2022-11-08,6.238,162
2022-11-09,3.430,59
2022-11-10,1.784,145
2022-11-11,3.164,56
2022-11-12,1.636,11
2022-11-13,2.702,28
2022-11-14,7.464,309
2022-11-15,1.441,187
2022-11-16,10.045,197
2022-11-17,5.206,207
2022-11-18,8.539,230
2022-11-19,8.356,154
2022-11-20,7.643,241
2022-11-21,4.311,86
2022-11-22,2.213,43
2022-11-23,5.628,121
2022-11-24,2.245,48
2022-11-25,3.843,31
2022-11-26,5.965,36
2022-11-27,0.692,23
2022-11-28,7.509,116
2022-11-29,4.531,92
2022-11-30,4.073,72
2022-12-01,1.550,69
2022-12-02,1.673,35
2022-12-03,0.238,10
2022-12-04,1.133,27
2022-12-05,6.640,107
2022-12-06,3.639,76
2022-12-07,2.912,57
2022-12-08,4.339,105
2022-12-09,1.044,71
2022-12-10,1.650,10
2022-12-11,4.359,92
2022-12-12,3.194,50
2022-12-13,2.613,51
2022-12-14,5.808,76
2022-12-15,9.474,144
2022-12-16,12.658,187
2022-12-17,5.382,91
2022-12-18,1.286,45
2022-12-19,10.068,162
2022-12-20,8.455,144
2022-12-21,2.177,63
2022-12-22,1.148,5
2022-12-23,1.330,2
2022-12-24,1.016,16
2022-12-25,0.654,70
2022-12-26,0.076,6
2022-12-27,0.093,9
2022-12-28,1.364,30
2022-12-29,2.726,21
2022-12-30,1.571,19
2022-12-31,3.277,158
2023-01-01,0.982,11
2023-01-02,2.240,68
2023-01-03,6.406,81
2023-01-04,3.044,81
2023-01-05,0.318,7
2023-01-06,4.220,121
2023-01-07,0.450,11
2023-01-08,0.258,4
2023-01-09,0.760,29
2023-01-10,0.229,10
2023-01-11,1.261,10
2023-01-12,2.324,49
2023-01-13,4.993,164
2023-01-14,2.480,90
2023-01-15,3.908,93
2023-01-16,2.716,70
2023-01-17,2.923,82
2023-01-18,2.195,58
2023-01-19,2.680,88
2023-01-20,2.819,76
2023-01-21,1.319,9
2023-01-22,1.070,34
2023-01-23,1.691,6
2023-01-24,2.129,10
2023-01-25,1.803,24
2023-01-26,1.288,21
2023-01-27,5.519,109
2023-01-28,4.240,103
2023-01-29,1.670,47
2023-01-30,0.189,7
2023-01-31,0.210,56
2023-02-01,2.358,35
2023-02-02,0.188,5
2023-02-03,0.046,2
2023-02-04,5.479,78
2023-02-05,4.522,74
2023-02-06,1.638,39
2023-02-07,0.379,14
2023-02-08,2.047,45
2023-02-09,2.330,24
2023-02-10,4.717,86
2023-02-11,2.999,74
2023-02-12,4.157,91
2023-02-13,1.215,26
2023-02-14,2.670,57
2023-02-15,5.005,142
2023-02-16,0.982,23
2023-02-17,6.861,59
2023-02-18,4.343,80
2023-02-19,4.115,126
2023-02-20,4.935,113
2023-02-21,3.424,74
2023-02-22,5.169,135
2023-02-23,3.886,78
2023-02-24,1.439,33
2023-02-25,5.097,100
2023-02-26,1.722,46
2023-02-27,3.884,98
2023-02-28,3.350,130
2023-03-01,3.529,77
2023-03-02,4.061,118
2023-03-03,3.820,78
2023-03-04,4.246,90
2023-03-05,1.607,37
2023-03-06,5.791,129
2023-03-07,6.000,110
2023-03-08,8.175,191
2023-03-09,1.088,31
2023-03-10,1.855,64
2023-03-11,2.003,42
2023-03-12,1.533,82
2023-03-13,3.431,70
2023-03-14,3.962,65
2023-03-15,5.392,93
2023-03-16,0.705,15
2023-03-17,2.149,62
2023-03-18,1.713,65
2023-03-19,2.432,32
2023-03-20,3.049,101
2023-03-21,3.174,118
2023-03-22,4.184,91
2023-03-23,4.997,103
2023-03-24,4.605,123
2023-03-25,3.477,102
2023-03-26,1.060,16
2023-03-27,2.861,88
2023-03-28,4.225,67
2023-03-29,6.480,165
2023-03-30,2.387,62
2023-03-31,4.371,117
2023-04-01,3.229,61
2023-04-02,6.209,101
2023-04-03,5.175,171
2023-04-04,5.549,104
2023-04-05,4.989,74
2023-04-06,4.915,88
2023-04-07,0.965,11
2023-04-08,3.460,46
2023-04-09,5.628,249
2023-04-10,3.780,117
2023-04-11,4.350,67
2023-04-12,2.990,56
2023-04-13,1.350,25
2023-04-14,4.041,105
2023-04-15,0.361,20
2023-04-16,0.400,16
2023-04-17,3.538,73
2023-04-18,6.470,137
2023-04-19,8.097,123
2023-04-20,2.980,97
2023-04-21,3.857,68
2023-04-22,0.642,24
2023-04-23,2.406,89
2023-04-24,8.744,120
2023-04-25,2.374,69
2023-04-26,7.510,131
2023-04-27,3.794,154
2023-04-28,5.732,120
2023-04-29,3.782,115
2023-04-30,0.614,19
2023-05-01,7.678,167
2023-05-02,5.270,139
2023-05-03,1.240,50
2023-05-04,1.612,38
2023-05-05,6.258,111
2023-05-06,3.184,62
2023-05-07,5.077,113
2023-05-08,8.613,180
2023-05-09,4.871,151
2023-05-10,9.076,182
2023-05-11,9.007,149
2023-05-12,10.251,154
2023-05-13,5.564,142
2023-05-14,4.545,124
2023-05-15,9.477,126
2023-05-16,2.270,158
2023-05-17,5.074,141
2023-05-18,2.317,106
2023-05-19,1.112,74
2023-05-20,3.493,87
2023-05-21,2.280,61
2023-05-22,6.839,148
2023-05-23,1.482,71
2023-05-24,2.558,59
2023-05-25,6.079,96
2023-05-26,4.462,82
2023-05-27,4.970,106
2023-05-28,4.955,129
2023-05-29,0.893,44
2023-05-30,5.599,156
2023-05-31,0.243,11
2023-06-01,2.643,28
2023-06-02,6.317,111
2023-06-03,4.155,94
2023-06-04,6.459,91
2023-06-05,3.054,18
2023-06-06,2.164,57
2023-06-07,4.771,113
2023-06-08,6.377,147
2023-06-09,2.550,73
2023-06-10,4.623,145
2023-06-11,4.038,86
2023-06-12,9.433,164
2023-06-13,5.872,98
2023-06-14,7.281,107
2023-06-15,5.282,113
2023-06-16,5.879,142
2023-06-17,2.242,38
2023-06-18,4.059,110
2023-06-19,1.620,30
2023-06-20,0.714,6
2023-06-21,3.217,52
2023-06-22,5.899,96
2023-06-23,4.394,78
2023-06-24,1.675,57
2023-06-25,1.891,51
2023-06-26,5.209,102
2023-06-27,5.620,132
2023-06-28,4.443,83
2023-06-29,3.718,88
2023-06-30,2.502,65
2023-07-01,0.693,21
2023-07-02,0.928,35
2023-07-03,7.932,196
2023-07-04,11.057,200
2023-07-05,4.417,86
2023-07-06,6.895,161
2023-07-07,6.456,108
2023-07-08,5.815,129
2023-07-09,3.808,75
2023-07-10,9.637,353
2023-07-11,8.234,155
2023-07-12,2.176,38
2023-07-13,7.111,143
2023-07-14,5.778,128
2023-07-15,0.726,23
2023-07-16,2.905,77
2023-07-17,8.482,165
2023-07-18,9.124,184
2023-07-19,0.188,27
2023-07-20,0.671,41
2023-07-21,0.228,7
2023-07-22,0.613,26
2023-07-23,7.614,136
2023-07-24,10.035,178
2023-07-25,4.297,74
2023-07-26,6.852,131
2023-07-27,7.147,226
2023-07-28,3.002,61
2023-07-29,3.138,241
2023-07-30,2.407,117
2023-07-31,7.806,186
2023-08-01,5.550,121
2023-08-02,5.525,59
2023-08-03,5.925,124
2023-08-04,8.007,164
2023-08-05,1.583,38
2023-08-06,1.374,36
2023-08-07,5.923,160
2023-08-08,7.362,137
2023-08-09,3.991,63
2023-08-10,7.644,174
2023-08-11,4.798,82
2023-08-12,6.302,99
2023-08-13,2.896,54
2023-08-14,0.927,28
2023-08-15,3.621,148
2023-08-16,8.619,149
2023-08-17,4.092,107
2023-08-18,0.791,18
2023-08-19,6.074,90
2023-08-20,10.732,218
2023-08-21,2.784,79
2023-08-22,4.139,103
2023-08-23,3.351,84
2023-08-24,7.465,214
2023-08-25,4.755,202
2023-08-26,4.567,128
2023-08-27,5.314,196
2023-08-28,5.358,215
2023-08-29,2.643,143
2023-08-30,7.314,179
2023-08-31,4.417,145
2023-09-01,8.261,193
2023-09-02,6.857,126
2023-09-03,7.609,88
2023-09-04,6.982,35
2023-09-05,2.489,22
2023-09-06,5.817,127
2023-09-07,2.941,47
2023-09-08,3.096,85
2023-09-09,0.511,4
2023-09-10,3.341,101
2023-09-11,2.604,63
2023-09-12,4.656,95
2023-09-13,2.874,68
2023-09-14,2.919,51
2023-09-15,1.569,26
2023-09-16,5.118,95
2023-09-17,4.495,76
2023-09-18,6.221,148
2023-09-19,5.666,144
2023-09-20,4.931,87
2023-09-21,4.015,73
2023-09-22,2.959,146
2023-09-23,5.848,131
2023-09-24,9.317,224
2023-09-25,7.055,161
2023-09-26,5.940,100
2023-09-27,6.252,132
2023-09-28,3.918,72
2023-09-29,3.148,47
2023-09-30,7.321,176
2023-10-01,2.978,77
2023-10-02,5.290,107
2023-10-03,3.951,72
2023-10-04,5.034,97
2023-10-05,5.898,75
2023-10-06,7.074,249
2023-10-07,3.103,46
2023-10-08,0.670,3
2023-10-09,7.762,158
2023-10-10,3.657,128
2023-10-11,5.110,92
2023-10-12,4.114,88
2023-10-13,6.873,124
2023-10-14,3.006,66
2023-10-15,3.306,53
2023-10-16,6.017,184
2023-10-17,3.101,52
2023-10-18,7.254,110
2023-10-19,7.108,138
2023-10-20,1.224,29
2023-10-21,3.260,75
2023-10-22,6.225,101
2023-10-23,3.845,76
2023-10-24,4.899,114
2023-10-25,0.011,2
2023-10-26,1.158,26
2023-10-27,4.352,120
2023-10-28,3.163,63
2023-10-29,0.960,17
2023-10-30,4.583,146
2023-10-31,6.331,230
2023-11-01,7.315,205
2023-11-02,7.157,389
2023-11-03,8.124,411
2023-11-04,6.636,633
2023-11-05,2.590,79
2023-11-06,7.390,198
2023-11-07,3.770,247
2023-11-08,1.777,97
2023-11-09,2.439,160
2023-11-10,2.430,312
2023-11-11,5.062,249
2023-11-12,6.527,234
2023-11-13,9.230,215
2023-11-14,6.170,288
2023-11-15,5.123,107
2023-11-16,4.988,209
2023-11-17,3.747,181
2023-11-18,4.269,74
2023-11-19,2.995,126
2023-11-20,8.364,167
2023-11-21,4.914,125
2023-11-22,6.204,222
2023-11-23,4.945,102
2023-11-24,6.544,92
2023-11-25,4.514,75
2023-11-26,4.010,88
2023-11-27,4.420,239
2023-11-28,5.262,75
2023-11-29,2.259,44
2023-11-30,2.459,58
2023-12-01,0.511,37
2023-12-02,4.499,66
2023-12-03,0.211,7
2023-12-04,7.609,213
2023-12-05,5.741,157
2023-12-06,2.793,55
2023-12-07,8.338,169
2023-12-08,8.107,145
2023-12-09,2.400,459
2023-12-10,4.666,120
2023-12-11,9.542,427
2023-12-12,9.711,248
2023-12-13,5.119,137
2023-12-14,6.387,247
2023-12-15,4.581,111
2023-12-16,1.391,42
2023-12-17,2.016,44
2023-12-18,10.671,344
2023-12-19,9.162,176
2023-12-20,5.401,361
2023-12-21,3.937,85
2023-12-22,0.240,9
2023-12-23,0.807,10
2023-12-24,0.238,6
2023-12-25,5.411,130
2023-12-26,6.340,136
2023-12-27,1.681,95
2023-12-28,1.713,56
2023-12-29,2.700,64
2023-12-30,1.782,58
2023-12-31,4.215,74
2024-01-01,4.434,94
2024-01-02,3.138,66
2024-01-03,2.299,82
2024-01-04,4.152,167
2024-01-05,0.718,6
2024-01-06,3.855,30
2024-01-07,6.557,191
2024-01-08,3.643,115
2024-01-09,5.052,131
2024-01-10,9.060,182
2024-01-11,2.367,74
2024-01-12,4.222,102
2024-01-13,1.598,46
2024-01-14,2.017,192
2024-01-15,1.284,41
2024-01-16,3.311,45
2024-01-17,6.307,154
2024-01-18,5.609,106
2024-01-19,1.623,32
2024-01-20,0.750,13
2024-01-21,2.805,51
2024-01-22,1.541,26
2024-01-23,0.851,20
2024-01-24,1.227,31
2024-01-25,0.468,8
2024-01-26,1.290,29
2024-01-27,1.292,25
2024-01-28,1.217,31
2024-01-29,2.263,50
2024-01-30,2.698,48
2024-01-31,1.036,19
2024-02-01,2.581,41
2024-02-02,2.646,52
2024-02-03,1.496,46
2024-02-04,4.651,82
2024-02-05,2.768,62
2024-02-06,2.652,47
2024-02-07,3.084,67
2024-02-08,0.220,15
2024-02-09,4.631,115
2024-02-10,3.247,88
2024-02-11,2.087,59
2024-02-12,3.302,101
2024-02-13,7.394,157
2024-02-14,3.563,93
2024-02-15,5.396,79
2024-02-16,2.733,35
2024-02-17,6.174,136
2024-02-18,4.970,154
2024-02-19,2.165,61
2024-02-20,3.254,134
2024-02-21,5.502,67
2024-02-22,1.048,17
2024-02-23,1.785,12
2024-02-24,4.632,91
2024-02-25,2.116,76
2024-02-26,4.112,57
2024-02-27,3.137,89
2024-02-28,5.259,84
2024-02-29,3.862,70
2024-03-01,6.542,307
2024-03-02,6.914,214
2024-03-03,4.242,143
2024-03-04,10.038,68
2024-03-05,5.609,104
2024-03-06,7.487,139
2024-03-07,5.414,103
2024-03-08,7.275,126
2024-03-09,2.376,43
2024-03-10,5.241,58
2024-03-11,7.054,141
2024-03-12,4.607,103
2024-03-13,4.937,119
2024-03-14,2.659,55
2024-03-15,4.226,142
2024-03-16,7.199,203
2024-03-17,6.142,73
2024-03-18,8.544,291
2024-03-19,10.237,243
2024-03-20,7.528,173
2024-03-21,13.239,289
2024-03-22,13.549,287
2024-03-23,0.019,2
2024-03-24,4.937,255
2024-03-25,14.916,264
2024-03-26,11.687,280
2024-03-27,13.023,263
2024-03-28,12.063,346
2024-03-29,7.600,169
2024-03-30,2.434,153
2024-03-31,1.412,26
2024-04-01,2.514,116
2024-04-02,6.402,167
2024-04-03,12.693,281
2024-04-04,10.734,262
2024-04-05,0.383,10
2024-04-06,1.750,169
2024-04-07,4.208,163
2024-04-08,16.512,446
2024-04-09,6.428,127
2024-04-10,7.826,206
2024-04-11,4.739,154
2024-04-12,4.597,147
2024-04-13,2.971,120
2024-04-14,14.381,457
2024-04-15,13.129,269
2024-04-16,7.749,182
2024-04-17,9.069,196
2024-04-18,1.618,36
2024-04-19,2.844,6
2024-04-20,1.521,63
2024-04-21,5.975,126
2024-04-22,4.929,90
2024-04-23,8.236,116
2024-04-24,9.361,196
2024-04-25,15.834,214
2024-04-26,8.813,179
2024-04-27,3.635,110
2024-04-28,3.760,190
2024-04-29,7.134,168
2024-04-30,9.863,261
2024-05-01,10.202,226
2024-05-02,11.036,280
2024-05-03,11.646,263
2024-05-04,8.091,342
2024-05-05,6.789,257
2024-05-06,15.744,443
2024-05-07,11.082,252
2024-05-08,17.747,503
2024-05-09,11.535,453
2024-05-10,9.848,355
2024-05-11,6.286,301
2024-05-12,4.620,96
2024-05-13,6.283,194
2024-05-14,5.186,140
2024-05-15,14.443,389
2024-05-16,6.558,128
2024-05-17,0.256,32
2024-05-18,8.504,44
2024-05-19,1.640,108
2024-05-20,13.638,402
2024-05-21,13.018,363
2024-05-22,12.885,339
2024-05-23,14.165,425
2024-05-24,11.940,466
2024-05-25,6.789,250
2024-05-26,9.345,403
2024-05-27,6.657,208
2024-05-28,7.511,202
2024-05-29,6.385,183
2024-05-30,2.347,135
2024-05-31,7.627,176
2024-06-01,5.239,149
2024-06-02,5.745,222
2024-06-03,5.618,120
2024-06-04,8.265,221
2024-06-05,12.506,347
2024-06-06,14.097,314
2024-06-07,10.612,246
2024-06-08,0.370,18
2024-06-09,4.169,161
2024-06-10,14.837,304
2024-06-11,17.488,355
2024-06-12,10.078,225
2024-06-13,10.409,215
2024-06-14,15.002,367
2024-06-15,5.491,205
2024-06-16,5.125,255
2024-06-17,7.437,157
2024-06-18,5.862,86
2024-06-19,2.940,70
2024-06-20,7.878,205
2024-06-21,4.114,97
2024-06-22,1.556,122
2024-06-23,3.813,223
2024-06-24,8.660,216
2024-06-25,9.059,188
2024-06-26,12.234,238
2024-06-27,9.689,292
2024-06-28,3.029,84
2024-06-29,5.446,178
2024-06-30,0.314,6
2024-07-01,3.184,139
2024-07-02,6.370,182
2024-07-03,6.556,172
2024-07-04,1.907,66
2024-07-05,4.431,200
2024-07-06,6.251,319
2024-07-07,7.527,422
2024-07-08,4.347,292
2024-07-09,1.376,35
2024-07-10,3.542,569
2024-07-11,0.763,30
2024-07-12,1.097,22
2024-07-13,1.928,41
2024-07-14,7.491,453
2024-07-15,6.981,502
2024-07-16,2.847,100
2024-07-17,0.917,29
2024-07-18,0.849,20
2024-07-19,0.820,38
2024-07-20,1.282,28
2024-07-21,0.841,59
2024-07-22,7.788,250
2024-07-23,0.794,18
2024-07-24,0.514,7
2024-07-25,1.039,45
2024-07-26,7.248,196
2024-07-27,13.022,534
2024-07-28,0.576,12
2024-07-29,6.551,137
2024-07-30,5.585,229
2024-07-31,1.394,35
2024-08-01,5.564,307
2024-08-02,2.402,153
2024-08-03,0.288,9
2024-08-04,1.631,41
2024-08-05,7.709,176
2024-08-06,8.929,187
2024-08-07,3.941,77
2024-08-08,9.037,190
2024-08-09,0.740,5
2024-08-10,10.005,232
2024-08-11,3.172,71
2024-08-12,2.052,30
2024-08-13,8.107,204
2024-08-14,0.831,17
2024-08-15,6.990,219
2024-08-16,7.185,181
2024-08-17,10.396,171
2024-08-18,11.637,252
2024-08-19,8.493,208
2024-08-20,5.440,107
2024-08-21,7.532,196
2024-08-22,11.456,257
2024-08-23,7.955,167
2024-08-24,7.474,288
2024-08-25,9.955,185
2024-08-26,7.078,114
2024-08-27,4.381,120
2024-08-28,10.500,280
2024-08-29,3.277,80
2024-08-30,7.489,247
2024-08-31,1.504,6
2024-09-01,3.119,179
2024-09-02,5.054,243
